stop_id,station_id
14259,vic:rail:ARM
14260,vic:rail:ARM
14263,vic:rail:TOR
14264,vic:rail:TOR
14267,vic:rail:HKN
14268,vic:rail:HKN
14271,vic:rail:SHM
14272,vic:rail:HAM
14273,vic:rail:HAM
14275,vic:rail:BBH
14276,vic:rail:BBH
14277,vic:rail:MBN
14278,vic:rail:MBN
14279,vic:rail:NBN
14280,vic:rail:NBN
14281,vic:rail:GVE
14282,vic:rail:GVE
14283,vic:rail:ELS
14284,vic:rail:ELS
14285,vic:rail:RIP
14286,vic:rail:RIP
14287,vic:rail:BCV
14288,vic:rail:BCV
14289,vic:rail:WIN
14290,vic:rail:WIN
14291,vic:rail:PRA
14292,vic:rail:PRA
14293,vic:rail:SYR
14294,vic:rail:SYR
14295,vic:rail:SYR
14296,vic:rail:SYR
14297,vic:rail:SYR
14298,vic:rail:SYR
14299,vic:rail:UFD
14300,vic:rail:GOW
14301,vic:rail:GOW
14302,vic:rail:FAK
14303,vic:rail:FAK
14304,vic:rail:MYN
14305,vic:rail:MYN
14306,vic:rail:BAT
14307,vic:rail:BAT
14308,vic:rail:COB
14309,vic:rail:COB
14310,vic:rail:MLD
14311,vic:rail:MLD
14312,vic:rail:ASY
14313,vic:rail:ASY
14314,vic:rail:BWK
14315,vic:rail:BWK
14316,vic:rail:JWL
14317,vic:rail:JWL
14318,vic:rail:RPK
14319,vic:rail:RPK
14320,vic:rail:FBD
14321,vic:rail:FBD
14322,vic:rail:MAC
14323,vic:rail:MAC
14324,vic:rail:NME
14325,vic:rail:NME
14326,vic:rail:NME
14327,vic:rail:NME
14328,vic:rail:NME
14329,vic:rail:NME
14330,vic:rail:CHL
14331,vic:rail:CHL
14332,vic:rail:VPK
14333,vic:rail:VPK
14334,vic:rail:CWD
14335,vic:rail:CWD
14336,vic:rail:NRM
14337,vic:rail:NRM
14338,vic:rail:WRM
14339,vic:rail:WRM
14340,vic:rail:JLI
14341,vic:rail:JLI
15323,vic:rail:ROS
15324,vic:rail:MCD
15325,vic:rail:MCD
15326,vic:rail:MCD
15327,vic:rail:WAT
15328,vic:rail:WAT
15329,vic:rail:GRN
15330,vic:rail:GRN
15331,vic:rail:MMY
15332,vic:rail:ELT
15333,vic:rail:ELT
15334,vic:rail:DCK
15335,vic:rail:DCK
15336,vic:rail:WTT
15337,vic:rail:HBE
15338,vic:rail:WIL
15339,vic:rail:WBH
15340,vic:rail:WBH
15341,vic:rail:NWN
15342,vic:rail:NWN
15343,vic:rail:NPT
15344,vic:rail:NPT
15345,vic:rail:SPT
15346,vic:rail:SPT
15347,vic:rail:YVE
15348,vic:rail:YVE
15349,vic:rail:SEN
15350,vic:rail:SEN
15352,vic:rail:SUY
15354,vic:rail:DRT
15358,vic:rail:KPL
15359,vic:rail:KPL
15360,vic:rail:SAB
15361,vic:rail:SAB
15362,vic:rail:GIN
15363,vic:rail:GIN
15364,vic:rail:ALB
15365,vic:rail:ALB
15366,vic:rail:EPP
15367,vic:rail:EPP
15368,vic:rail:LAL
15369,vic:rail:LAL
15370,vic:rail:TSN
15371,vic:rail:KPK
15372,vic:rail:KPK
15373,vic:rail:RUT
15374,vic:rail:RUT
15375,vic:rail:RES
15376,vic:rail:RES
15377,vic:rail:REG
15378,vic:rail:REG
15379,vic:rail:PRE
15380,vic:rail:PRE
15381,vic:rail:BEL
15382,vic:rail:BEL
15383,vic:rail:TBY
15384,vic:rail:TBY
15385,vic:rail:CXT
15386,vic:rail:CXT
15387,vic:rail:NCE
15388,vic:rail:NCE
15389,vic:rail:MER
15390,vic:rail:MER
15391,vic:rail:RUS
15392,vic:rail:RUS
15512,vic:rail:TOT
15513,vic:rail:TOT
15514,vic:rail:WFY
15516,vic:rail:MFY
15517,vic:rail:MFY
15518,vic:rail:FSY
15519,vic:rail:FSY
15522,vic:rail:SKN
15523,vic:rail:SKN
15524,vic:rail:RCE
15526,vic:rail:SGS
15529,vic:rail:BMS
15530,vic:rail:BMS
15531,vic:rail:JAC
15532,vic:rail:JAC
15533,vic:rail:GRY
15534,vic:rail:GRY
15535,vic:rail:OKP
15536,vic:rail:OKP
15537,vic:rail:PVL
15538,vic:rail:PVL
15539,vic:rail:SME
15540,vic:rail:SME
15541,vic:rail:GBV
15542,vic:rail:GBV
15546,vic:rail:MPD
15547,vic:rail:MPD
15548,vic:rail:ASV
15549,vic:rail:ASV
15550,vic:rail:NKT
15551,vic:rail:NKT
15552,vic:rail:KEN
15553,vic:rail:KEN
2155,vic:rail:MRO
22187,vic:rail:SSS
22188,vic:rail:SSS
22189,vic:rail:SSS
22190,vic:rail:SSS
22191,vic:rail:SSS
22192,vic:rail:SSS
22193,vic:rail:SSS
22243,vic:rail:SAB
22245,vic:rail:NPT
22246,vic:rail:WER
26100,vic:rail:ACF
26101,vic:rail:ALM
26102,vic:rail:ALB
26104,vic:rail:ALT
26105,vic:rail:ASY
26109,vic:rail:ASP
26111,vic:rail:BCV
26112,vic:rail:BAT
26114,vic:rail:BAY
26116,vic:rail:BEG
26117,vic:rail:BEL
26121,vic:rail:BBN
26123,vic:rail:BOR
26124,vic:rail:BOX
26127,vic:rail:BWK
26128,vic:rail:BLY
26130,vic:rail:CAM
26133,vic:rail:CNE
26137,vic:rail:CSA
26139,vic:rail:CLA
26140,vic:rail:CHL
26141,vic:rail:COB
26142,vic:rail:CWD
26145,vic:rail:CBE
26147,vic:rail:CXT
26148,vic:rail:CDN
26153,vic:rail:DCK
26154,vic:rail:DRT
26156,vic:rail:ECM
26159,vic:rail:ERM
26161,vic:rail:ELS
26162,vic:rail:ELT
26163,vic:rail:EPP
26166,vic:rail:FAK
26167,vic:rail:FTG
26168,vic:rail:FGS
26169,vic:rail:FBD
26170,vic:rail:FSS
26171,vic:rail:FSY
26175,vic:rail:GIN
26177,vic:rail:GWY
26182,vic:rail:GOW
26183,vic:rail:GRN
26189,vic:rail:HWS
26191,vic:rail:HTD
26192,vic:rail:HMT
26193,vic:rail:HDB
26194,vic:rail:HEY
26197,vic:rail:HCG
26198,vic:rail:HUG
26199,vic:rail:HUN
26200,vic:rail:HBE
26203,vic:rail:JWL
26204,vic:rail:JLI
26207,vic:rail:KPL
26209,vic:rail:KPK
26211,vic:rail:LAB
26212,vic:rail:LAL
26213,vic:rail:LAV
26215,vic:rail:LIL
26217,vic:rail:MAC
26218,vic:rail:MCD
26221,vic:rail:MCE
26224,vic:rail:MYN
26225,vic:rail:MDD
26226,vic:rail:MER
26228,vic:rail:MFY
26229,vic:rail:MMR
26230,vic:rail:MCH
26231,vic:rail:MMY
26234,vic:rail:MLK
26236,vic:rail:MLD
26239,vic:rail:MRB
26241,vic:rail:NKT
26242,vic:rail:NPT
26243,vic:rail:NPK
26245,vic:rail:NME
26246,vic:rail:NRM
26247,vic:rail:NWN
26248,vic:rail:NCE
26249,vic:rail:NWG
26251,vic:rail:OAK
26256,vic:rail:PAR
26260,vic:rail:PRE
26261,vic:rail:REG
26262,vic:rail:RES
26264,vic:rail:RWE
26265,vic:rail:RWD
26266,vic:rail:RIP
26267,vic:rail:RIV
26268,vic:rail:ROS
26270,vic:rail:RPK
26271,vic:rail:RUS
26272,vic:rail:RUT
26274,vic:rail:SHM
26276,vic:rail:SHE
26277,vic:rail:SEN
26279,vic:rail:SKN
26280,vic:rail:SMG
26281,vic:rail:SYR
26282,vic:rail:SSS
26284,vic:rail:SPT
26285,vic:rail:SPG
26286,vic:rail:SAB
26289,vic:rail:SUY
26293,vic:rail:TCM
26294,vic:rail:TSN
26295,vic:rail:TBY
26298,vic:rail:TOT
26300,vic:rail:UFD
26301,vic:rail:UFG
26302,vic:rail:UPW
26303,vic:rail:VPK
26305,vic:rail:WAT
26306,vic:rail:WTT
26307,vic:rail:WER
26308,vic:rail:WFY
26309,vic:rail:WRM
26310,vic:rail:WTL
26312,vic:rail:WTO
26313,vic:rail:WLD
26314,vic:rail:WBH
26315,vic:rail:WIL
26319,vic:rail:YVE
26501,vic:rail:CDA
26502,vic:rail:CDA
26503,vic:rail:CLO
26504,vic:rail:CLO
26505,vic:rail:DRT
26508,vic:rail:FSY
26509,vic:rail:FSY
26510,vic:rail:FKN
26511,vic:rail:HWS
26512,vic:rail:HWS
26513,vic:rail:LAV
26514,vic:rail:LBK
26515,vic:rail:LBK
26516,vic:rail:MPK
26517,vic:rail:MDD
26518,vic:rail:MDD
26519,vic:rail:MMR
26520,vic:rail:MMR
26521,vic:rail:MMY
26522,vic:rail:SMG
26523,vic:rail:SMG
26527,vic:rail:SOU
26528,vic:rail:SOU
26529,vic:rail:SUY
26534,vic:rail:TSN
26535,vic:rail:UNN
26536,vic:rail:UNN
26537,vic:rail:UNN
26538,vic:rail:WFY
26539,vic:rail:WTL
26540,vic:rail:WLD
26541,vic:rail:WLD
3236,vic:rail:BIT
3580,vic:rail:HST
40218,vic:rail:RXP
40219,vic:rail:RXP
4318,vic:rail:TAB
5082,vic:rail:SVE
5701,vic:rail:BXR
5804,vic:rail:GAR
5966,vic:rail:GIR
615,vic:rail:CPT
7878,vic:rail:LWA
8266,vic:rail:GIR
8272,vic:rail:DLG
8691,vic:rail:DLG
8705,vic:rail:EMV
8718,vic:rail:EMV
8763,vic:rail:HOL
8766,vic:rail:HOL
88,vic:rail:STY
vic:rail:ACF,vic:rail:ACF
vic:rail:ALB,vic:rail:ALB
vic:rail:ALM,vic:rail:ALM
vic:rail:ALM_ConX,vic:rail:ALM
vic:rail:ALP,vic:rail:ALP
vic:rail:ALT,vic:rail:ALT
vic:rail:ARM,vic:rail:ARM
vic:rail:ASH,vic:rail:ASH
vic:rail:ASP,vic:rail:ASP
vic:rail:ASP_ConX,vic:rail:ASP
vic:rail:ASV,vic:rail:ASV
vic:rail:ASY,vic:rail:ASY
vic:rail:AUB,vic:rail:AUB
vic:rail:BAT,vic:rail:BAT
vic:rail:BAY,vic:rail:BAY
vic:rail:BBH,vic:rail:BBH
vic:rail:BBN,vic:rail:BBN
vic:rail:BBN_ConX,vic:rail:BBN
vic:rail:BBN_LI1,vic:rail:BBN
vic:rail:BCV,vic:rail:BCV
vic:rail:BCV_ConX,vic:rail:BCV
vic:rail:BEG,vic:rail:BEG
vic:rail:BEL,vic:rail:BEL
vic:rail:BEN,vic:rail:BEN
vic:rail:BFD,vic:rail:BFD
vic:rail:BIT,vic:rail:BIT
vic:rail:BLY,vic:rail:BLY
vic:rail:BLY_ConX,vic:rail:BLY
vic:rail:BON,vic:rail:BON
vic:rail:BOR,vic:rail:BOR
vic:rail:BOX,vic:rail:BOX
vic:rail:BOX_ConX,vic:rail:BOX
vic:rail:BWD,vic:rail:BWD
vic:rail:BWK,vic:rail:BWK
vic:rail:BXR,vic:rail:BXR
vic:rail:CAM,vic:rail:CAM
vic:rail:CAM_ConX,vic:rail:CAM
vic:rail:CAR,vic:rail:CAR
vic:rail:CBE,vic:rail:CBE
vic:rail:CBE_ConX,vic:rail:CBE
vic:rail:CBY,vic:rail:CBY
vic:rail:CDA,vic:rail:CDA
vic:rail:CDN,vic:rail:CDN
vic:rail:CHL,vic:rail:CHL
vic:rail:CHM,vic:rail:CHM
vic:rail:CLO,vic:rail:CLO
vic:rail:CNE,vic:rail:CNE
vic:rail:COB,vic:rail:COB
vic:rail:CPT,vic:rail:CPT
vic:rail:CSA,vic:rail:CSA
vic:rail:CSA_ConX,vic:rail:CSA
vic:rail:CTM,vic:rail:CTM
vic:rail:CWD,vic:rail:CWD
vic:rail:CXT,vic:rail:CXT
vic:rail:DBN,vic:rail:DBN
vic:rail:DCK,vic:rail:DCK
vic:rail:DCK_ConX,vic:rail:DCK
vic:rail:DEN,vic:rail:DEN
vic:rail:DLG,vic:rail:DLG
vic:rail:DRT,vic:rail:DRT
vic:rail:EAG,vic:rail:EAG
vic:rail:ECM,vic:rail:ECM
vic:rail:ECM_ConX,vic:rail:ECM
vic:rail:EDI,vic:rail:EDI
vic:rail:ELS,vic:rail:ELS
vic:rail:ELS_ConX,vic:rail:ELS
vic:rail:ELT,vic:rail:ELT
vic:rail:ELT_ConX,vic:rail:ELT
vic:rail:EMV,vic:rail:EMV
vic:rail:EPP,vic:rail:EPP
vic:rail:ERM,vic:rail:ERM
vic:rail:ERM_ConX,vic:rail:ERM
vic:rail:FAK,vic:rail:FAK
vic:rail:FBD,vic:rail:FBD
vic:rail:FFD,vic:rail:FFD
vic:rail:FGS,vic:rail:FGS
vic:rail:FKN,vic:rail:FKN
vic:rail:FTG,vic:rail:FTG
vic:rail:GAR,vic:rail:GAR
vic:rail:GBV,vic:rail:GBV
vic:rail:GFE,vic:rail:GFE
vic:rail:GHY,vic:rail:GHY
vic:rail:GIN,vic:rail:GIN
vic:rail:GIR,vic:rail:GIR
vic:rail:GOW,vic:rail:GOW
vic:rail:GRN,vic:rail:GRN
vic:rail:GRN_ConX,vic:rail:GRN
vic:rail:GRY,vic:rail:GRY
vic:rail:GVE,vic:rail:GVE
vic:rail:GWY,vic:rail:GWY
vic:rail:GWY_ConX,vic:rail:GWY
vic:rail:HAM,vic:rail:HAM
vic:rail:HAW,vic:rail:HAW
vic:rail:HBE,vic:rail:HBE
vic:rail:HBE_ConX,vic:rail:HBE
vic:rail:HCG,vic:rail:HCG
vic:rail:HCG_ConX,vic:rail:HCG
vic:rail:HDB,vic:rail:HDB
vic:rail:HEY,vic:rail:HEY
vic:rail:HEY_ConX,vic:rail:HEY
vic:rail:HIG,vic:rail:HIG
vic:rail:HKN,vic:rail:HKN
vic:rail:HLM,vic:rail:HLM
vic:rail:HMT,vic:rail:HMT
vic:rail:HOL,vic:rail:HOL
vic:rail:HST,vic:rail:HST
vic:rail:HTD,vic:rail:HTD
vic:rail:HUG,vic:rail:HUG
vic:rail:HUN,vic:rail:HUN
vic:rail:HUN_ConX,vic:rail:HUN
vic:rail:HWL,vic:rail:HWL
vic:rail:HWS,vic:rail:HWS
vic:rail:IVA,vic:rail:IVA
vic:rail:JAC,vic:rail:JAC
vic:rail:JLI,vic:rail:JLI
vic:rail:JOR,vic:rail:JOR
vic:rail:JWL,vic:rail:JWL
vic:rail:KAN,vic:rail:KAN
vic:rail:KEN,vic:rail:KEN
vic:rail:KPK,vic:rail:KPK
vic:rail:KPL,vic:rail:KPL
vic:rail:KYG,vic:rail:KYG
vic:rail:LAB,vic:rail:LAB
vic:rail:LAL,vic:rail:LAL
vic:rail:LAV,vic:rail:LAV
vic:rail:LAV_ConX,vic:rail:LAV
vic:rail:LBK,vic:rail:LBK
vic:rail:LIL,vic:rail:LIL
vic:rail:LWA,vic:rail:LWA
vic:rail:MAC,vic:rail:MAC
vic:rail:MAL,vic:rail:MAL
vic:rail:MBN,vic:rail:MBN
vic:rail:MCD,vic:rail:MCD
vic:rail:MCE,vic:rail:MCE
vic:rail:MCE_ConX,vic:rail:MCE
vic:rail:MCH,vic:rail:MCH
vic:rail:MCH_ConX,vic:rail:MCH
vic:rail:MCK,vic:rail:MCK
vic:rail:MDD,vic:rail:MDD
vic:rail:MEN,vic:rail:MEN
vic:rail:MER,vic:rail:MER
vic:rail:MFY,vic:rail:MFY
vic:rail:MLD,vic:rail:MLD
vic:rail:MLK,vic:rail:MLK
vic:rail:MMR,vic:rail:MMR
vic:rail:MMY,vic:rail:MMY
vic:rail:MOR,vic:rail:MOR
vic:rail:MPD,vic:rail:MPD
vic:rail:MPK,vic:rail:MPK
vic:rail:MRB,vic:rail:MRB
vic:rail:MRN,vic:rail:MRN
vic:rail:MRO,vic:rail:MRO
vic:rail:MWY,vic:rail:MWY
vic:rail:MYN,vic:rail:MYN
vic:rail:NBN,vic:rail:NBN
vic:rail:NCE,vic:rail:NCE
vic:rail:NKT,vic:rail:NKT
vic:rail:NKT_ConX,vic:rail:NKT
vic:rail:NPK,vic:rail:NPK
vic:rail:NPK_ConX,vic:rail:NPK
vic:rail:NPT,vic:rail:NPT
vic:rail:NRM,vic:rail:NRM
vic:rail:NWA,vic:rail:NWA
vic:rail:NWG,vic:rail:NWG
vic:rail:NWN,vic:rail:NWN
vic:rail:OAK,vic:rail:OAK
vic:rail:OAK_ConX,vic:rail:OAK
vic:rail:OFC,vic:rail:OFC
vic:rail:OKP,vic:rail:OKP
vic:rail:OMD,vic:rail:OMD
vic:rail:PAR,vic:rail:PAR
vic:rail:PAT,vic:rail:PAT
vic:rail:PKD,vic:rail:PKD
vic:rail:PRA,vic:rail:PRA
vic:rail:PRE,vic:rail:PRE
vic:rail:PVL,vic:rail:PVL
vic:rail:RCE,vic:rail:RCE
vic:rail:REG,vic:rail:REG
vic:rail:RES,vic:rail:RES
vic:rail:RIP,vic:rail:RIP
vic:rail:RIP_ConX,vic:rail:RIP
vic:rail:RIV,vic:rail:RIV
vic:rail:ROS,vic:rail:ROS
vic:rail:RPK,vic:rail:RPK
vic:rail:RUS,vic:rail:RUS
vic:rail:RUT,vic:rail:RUT
vic:rail:RWD,vic:rail:RWD
vic:rail:RWE,vic:rail:RWE
vic:rail:RXP,vic:rail:RXP
vic:rail:SAB,vic:rail:SAB
vic:rail:SAB_ConX,vic:rail:SAB
vic:rail:SEA,vic:rail:SEA
vic:rail:SEN,vic:rail:SEN
vic:rail:SGS,vic:rail:SGS
vic:rail:SHE,vic:rail:SHE
vic:rail:SHM,vic:rail:SHM
vic:rail:SKN,vic:rail:SKN
vic:rail:SME,vic:rail:SME
vic:rail:SMG,vic:rail:SMG
vic:rail:SNP,vic:rail:SNP
vic:rail:SOU,vic:rail:SOU
vic:rail:SPG,vic:rail:SPG
vic:rail:SPG_ConX,vic:rail:SPG
vic:rail:SPT,vic:rail:SPT
vic:rail:STY,vic:rail:STY
vic:rail:SVE,vic:rail:SVE
vic:rail:SYN,vic:rail:SYN
vic:rail:SYR,vic:rail:SYR
vic:rail:SYR_ConX,vic:rail:SYR
vic:rail:TAB,vic:rail:TAB
vic:rail:TBY,vic:rail:TBY
vic:rail:TCM,vic:rail:TCM
vic:rail:TGA,vic:rail:TGA
vic:rail:TOR,vic:rail:TOR
vic:rail:TOT,vic:rail:TOT
vic:rail:TSN,vic:rail:TSN
vic:rail:UFD,vic:rail:UFD
vic:rail:UFG,vic:rail:UFG
vic:rail:UNN,vic:rail:UNN
vic:rail:UPW,vic:rail:UPW
vic:rail:VPK,vic:rail:VPK
vic:rail:WAT,vic:rail:WAT
vic:rail:WAT_ConX,vic:rail:WAT
vic:rail:WBH,vic:rail:WBH
vic:rail:WER,vic:rail:WER
vic:rail:WER_ConX,vic:rail:WER
vic:rail:WFY,vic:rail:WFY
vic:rail:WIL,vic:rail:WIL
vic:rail:WIN,vic:rail:WIN
vic:rail:WLD,vic:rail:WLD
vic:rail:WRM,vic:rail:WRM
vic:rail:WSN,vic:rail:WSN
vic:rail:WTG,vic:rail:WTG
vic:rail:WTL,vic:rail:WTL
vic:rail:WTO,vic:rail:WTO
vic:rail:WTT,vic:rail:WTT
vic:rail:WTT_ConX,vic:rail:WTT
vic:rail:YMN,vic:rail:YMN
vic:rail:YVE,vic:rail:YVE
vic:rail:YVE_ConX,vic:rail:YVE
