stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id
"22250","Dandenong Station","-37.98996792","145.20972537","","vic:rail:DNG","1","Level 0"
"22251","Berwick Station","-38.03957740","145.34495854","","vic:rail:BEW","1","Level 0"
"22252","Pakenham Station","-38.08061383","145.48636768","","vic:rail:PKM","1","Level 0"
"22253","Essendon Station","-37.75600088","144.91609565","","vic:rail:ESD","1","Level 0"
"22254","Broadmeadows Station","-37.68295879","144.91959307","","vic:rail:BMS","1","Level 0"
"22257","Sherwood Park Station","-38.38639224","142.53887116","","vic:rail:SDP","1","Level 0"
"26135","Caulfield Rail Replacement Bus Stop","-37.87758588","145.04199844","","vic:rail:CFD","1","Level 0"
"26144","Craigieburn Rail Replacement Bus Stop","-37.60210856","144.94247408","","vic:rail:CGB","1","Level 0"
"26164","Essendon Rail Replacement Bus Stop","-37.75624591","144.91670170","","vic:rail:ESD","1","Level 0"
"26263","Richmond Rail Replacement Bus Stop","-37.82486644","144.98957471","","vic:rail:RMD","1","Level 0"
"26290","Sunshine Rail Replacement Bus Stop","-37.78904930","144.83284051","","vic:rail:SUN","1","Level 0"
"26304","Watergardens Rail Replacement Bus Stop","-37.70072556","144.77430593","","vic:rail:WGS","1","Level 0"
"26530","Sunshine Station","-37.78827451","144.83285179","","vic:rail:SUN","1","Level 0"
"26531","Sunshine Station","-37.78833609","144.83277050","","vic:rail:SUN","1","Level 0"
"26532","Sunshine Station","-37.78837904","144.83265570","","vic:rail:SUN","1","Level 0"
"26533","Sunshine Station","-37.78835810","144.83249733","","vic:rail:SUN","1","Level 0"
"43469","Wendouree Station","-37.53973228","143.81999895","","vic:rail:WED","1","Level 0"
"44951","Creswick Station","-37.42460539","143.88812365","","vic:rail:CWK","1","Level 0"
"44952","Clunes Station","-37.30273815","143.78201108","","vic:rail:CLU","1","Level 0"
"44953","Maryborough Station","-37.05090849","143.74240234","","vic:rail:MBY","1","Level 0"
"47482","Talbot Station","-37.17184115","143.70614796","","vic:rail:TAT","1","Level 0"
"47641","Waurn Ponds Station","-38.21595887","144.30643720","","vic:rail:WPP","1","Level 0"
"47642","Epsom Station","-36.70675355","144.32092450","","vic:rail:EPM","1","Level 0"
"47647","Wyndham Vale Station","-37.87288647","144.60873191","","vic:rail:WVL","1","Level 0"
"47648","Tarneit Station","-37.83216813","144.69471438","","vic:rail:TNT","1","Level 0"
"48804","Cobblebank Station","-37.71252223","144.60384768","","vic:rail:TLN","1","Level 0"
"49295","Raywood Station","-36.53420922","144.20141492","","vic:rail:RAY","1","Level 0"
"49296","Huntly Station","-36.66639019","144.36825821","","vic:rail:HUY","1","Level 0"
"49848","East Pakenham Station","-38.08428099","145.50673581","","vic:rail:EPH","1",""
"51809","Goornong Station","-36.61480046","144.50455978","","vic:rail:GRG","1","Level 0"
"52011","Caroline Springs Station","-37.76609003","144.73571556","","vic:rail:RVH","1","Level 0"
"nsw:rail:ABY","Albury Railway Station","-36.08504590","146.92438140","1","","1",""
"vic:rail:ARR","Ardeer Railway Station","-37.78306529","144.80218807","1","","1",""
"vic:rail:ART","Ararat Railway Station","-37.28224082","142.93691176","1","","1",""
"vic:rail:AVL","Avenel Railway Station","-36.89364778","145.22951498","1","","1",""
"vic:rail:BAH","Bacchus Marsh Railway Station","-37.68757821","144.43678516","1","","1",""
"vic:rail:BAT-V","Ballarat Railway Station","-37.55879148","143.85945743","1","","1",""
"vic:rail:BDE","Bairnsdale Railway Station","-37.82872043","147.62761375","1","","1",""
"vic:rail:BET","Beaufort Railway Station","-37.42762724","143.38238116","1","","1",""
"vic:rail:BEW","Berwick Railway Station","-38.03998037","145.34541666","1","","1",""
"vic:rail:BGE","Birregurra Railway Station","-38.32880781","143.78362521","1","","1",""
"vic:rail:BGO","Bendigo Railway Station","-36.76566973","144.28300893","1","","1",""
"vic:rail:BLN","Ballan Railway Station","-37.60429951","144.22544803","1","","1",""
"vic:rail:BMS","Broadmeadows Railway Station","-37.68304926","144.91961322","1","","1",""
"vic:rail:BRF","Broadford Railway Station","-37.20720049","145.04300790","1","","1",""
"vic:rail:BXA","Benalla Railway Station","-36.54455031","145.98391505","1","","1",""
"vic:rail:BYP","Bunyip Railway Station","-38.09910771","145.72075749","1","","1",""
"vic:rail:CFD","Caulfield Railway Station","-37.87745946","145.04252478","1","","1",""
"vic:rail:CFD_BR1","Bike & Ride","-37.87673556","145.04180495","3","vic:rail:CFD","","Level 0"
"vic:rail:CFD_ConX","Connex","-37.87745946","145.04252478","","vic:rail:CFD","","Level 0"
"vic:rail:CFD_DP1","Decision point 1","-37.87745864","145.04193360","3","vic:rail:CFD","","Level 1"
"vic:rail:CFD_DP2","Decision point 2","-37.87706211","145.04193273","3","vic:rail:CFD","","Level -1"
"vic:rail:CFD_DP3","Decision point 3","-37.87688516","145.04213069","3","vic:rail:CFD","","Level -1"
"vic:rail:CFD_DP4","Decision point 4","-37.87726595","145.04226841","3","vic:rail:CFD","","Level 1"
"vic:rail:CFD_EN1","Normanby Rd","-37.87735653","145.04175439","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN2","Normanby Rd","-37.87754217","145.04207919","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN3","Normanby Rd","-37.87734601","145.04166372","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN4","Sir John Monash Dr","-37.87702387","145.04234304","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN5","Sir John Monash Dr","-37.87730205","145.04281318","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN6","Sir John Monash Dr","-37.87676504","145.04195197","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_KR1","Kiss & Ride","-37.87773228","145.04213100","3","vic:rail:CFD","","Level 0"
"vic:rail:CFD_PR1","Park & Ride","-37.87806154","145.04296362","3","vic:rail:CFD","","Level 0"
"vic:rail:CFD_TX1","Taxi Zone","-37.87717499","145.04275970","3","vic:rail:CFD","","Level 0"
"vic:rail:CGB","Craigieburn Railway Station","-37.60192480","144.94330601","1","","1",""
"vic:rail:CGB_BR1","Bike & Ride","-37.60257288","144.94274446","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_ConX","Connex","-37.60181690","144.94332031","","vic:rail:CGB","","Level 0"
"vic:rail:CGB_DP1","Decision point 1","-37.60219654","144.94286810","3","vic:rail:CGB","","Level 1"
"vic:rail:CGB_DP2","Decision point 2","-37.60230364","144.94280852","3","vic:rail:CGB","","Level 1"
"vic:rail:CGB_EN1","Hothlyn Dr","-37.60217734","144.94280067","2","vic:rail:CGB","1","Level 0"
"vic:rail:CGB_EN2","Hothlyn Dr","-37.60233027","144.94278513","2","vic:rail:CGB","1","Level 0"
"vic:rail:CGB_EN3","Potter St","-37.60165871","144.94355121","2","vic:rail:CGB","1","Level 0"
"vic:rail:CGB_KR1","Kiss & Ride","-37.60238274","144.94269307","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_PR1","Park & Ride 1","-37.60263179","144.94250497","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_PR2","Park & Ride 2","-37.60220259","144.94580165","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_TX1","Taxi Zone","-37.60204262","144.94282703","3","vic:rail:CGB","","Level 0"
"vic:rail:CHI","Chiltern Railway Station","-36.15563663","146.61137475","1","","1",""
"vic:rail:CKF","Clarkefield Railway Station","-37.48349769","144.74537264","1","","1",""
"vic:rail:CLA","Clayton Railway Station","-37.92468255","145.12053436","1","","1",""
"vic:rail:CLU","Clunes Railway Station","-37.30301059","143.78208969","1","","1",""
"vic:rail:CME","Castlemaine Railway Station","-37.06284167","144.21397878","1","","1",""
"vic:rail:COL","Colac Railway Station","-38.34337792","143.58665305","1","","1",""
"vic:rail:COR","Corio Railway Station","-38.07283126","144.37976842","1","","1",""
"vic:rail:CPD","Camperdown Railway Station","-38.22890091","143.15092780","1","","1",""
"vic:rail:CWK","Creswick Railway Station","-37.42460539","143.88812365","1","","1",""
"vic:rail:DBK","Donnybrook Railway Station","-37.54202766","144.97020358","1","","1",""
"vic:rail:DEK","Deer Park Railway Station","-37.77728102","144.77108058","1","","1",""
"vic:rail:DGE","Dingee Railway Station","-36.36923291","144.23112034","1","","1",""
"vic:rail:DNG","Dandenong Railway Station","-37.98996792","145.20972537","1","","1",""
"vic:rail:DRN","Drouin Railway Station","-38.13645190","145.85594693","1","","1",""
"vic:rail:EAG-V","Eaglehawk Railway Station","-36.71852539","144.24837990","1","","1",""
"vic:rail:ECH","Echuca Railway Station","-36.13098223","144.75345866","1","","1",""
"vic:rail:EME","Elmore Railway Station","-36.49502002","144.60775752","1","","1",""
"vic:rail:EOA","Euroa Railway Station","-36.74918387","145.56802043","1","","1",""
"vic:rail:EPH","East Pakenham Railway Station ","-38.08441136","145.50635689","1","","1",""
"vic:rail:EPM","Epsom Railway Station","-36.70628781","144.32105260","1","","1",""
"vic:rail:ESD","Essendon Railway Station","-37.75601170","144.91619750","1","","1",""
"vic:rail:ESD_ConX","Connex","-37.75601170","144.91619750","","vic:rail:ESD","","Level 0"
"vic:rail:ESD_DP1","Decision point 1","-37.75623246","144.91594160","3","vic:rail:ESD","","Level -1"
"vic:rail:ESD_DP2","Decision point 2","-37.75623607","144.91614580","3","vic:rail:ESD","","Level -1"
"vic:rail:ESD_DP3","Decision point 3","-37.75622288","144.91641859","3","vic:rail:ESD","","Level -1"
"vic:rail:ESD_EN1","Rose St","-37.75593422","144.91589321","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_EN2","Rose St","-37.75637578","144.91589217","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_EN3","Russell St","-37.75610678","144.91647859","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_EN4","Russell St","-37.75672728","144.91640443","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_PR1","Park & Ride 1","-37.75399604","144.91585680","3","vic:rail:ESD","","Level 0"
"vic:rail:ESD_PR2","Park and Ride 2","-37.75517685","144.91689060","3","vic:rail:ESD","","Level 0"
"vic:rail:FSS","Flinders Street Railway Station","-37.81830513","144.96696435","1","","1",""
"vic:rail:FSY","Footscray Railway Station","-37.80141343","144.90202006","1","","1",""
"vic:rail:GAR-V","Garfield Railway Station","-38.09103062","145.67422472","1","","1",""
"vic:rail:GEL","Geelong Railway Station ","-38.14470898","144.35491520","1","","1",""
"vic:rail:GIS","Gisborne Railway Station","-37.45882550","144.59872157","1","","1",""
"vic:rail:GRG","Goornong Railway Station","-36.61518327","144.50347417","1","","1",""
"vic:rail:HCJ","Heathcote Junction Railway Station","-37.37172322","145.02824986","1","","1",""
"vic:rail:HUY","Huntly Railway Station","-36.66584794","144.36982046","1","","1",""
"vic:rail:KER","Kerang Railway Station","-35.73312162","143.92442509","1","","1",""
"vic:rail:KET","Kilmore East Station","-37.29321027","144.98356599","1","","1",""
"vic:rail:KFT","Kangaroo Flat Railway Station","-36.79483364","144.24899016","1","","1",""
"vic:rail:KYN","Kyneton Railway Station","-37.25827885","144.45060159","1","","1",""
"vic:rail:LRA","Lara Railway Station","-38.02242764","144.41440429","1","","1",""
"vic:rail:LRR","Little River Railway Station","-37.96292909","144.49848487","1","","1",""
"vic:rail:LWY","Longwarry Railway Station","-38.11099211","145.76686029","1","","1",""
"vic:rail:MAS","Marshall Railway Station","-38.19854900","144.35505671","1","","1",""
"vic:rail:MBY","Maryborough Railway Station","-37.05090849","143.74240234","1","","1",""
"vic:rail:MDN","Macedon Railway Station","-37.42357331","144.56139685","1","","1",""
"vic:rail:MEL","Melton Railway Station","-37.70347382","144.57209861","1","","1",""
"vic:rail:MMY-V","Malmsbury Railway Station","-37.18974032","144.37532317","1","","1",""
"vic:rail:MOE","Moe Railway Station","-38.17689039","146.26054896","1","","1",""
"vic:rail:MPA","Mooroopna Railway Station","-36.39912828","145.35821484","1","","1",""
"vic:rail:MST","Murchison East Railway Station","-36.61314794","145.24063556","1","","1",""
"vic:rail:MWL","Morwell Railway Station","-38.23674592","146.39677567","1","","1",""
"vic:rail:NGE","Nagambie Railway Station","-36.78546410","145.16035666","1","","1",""
"vic:rail:NGL","North Geelong Railway Station","-38.12268295","144.35231162","1","","1",""
"vic:rail:NME","North Melbourne Railway Station","-37.80630984","144.94151017","1","","1",""
"vic:rail:NNG","Nar Nar Goon Railway Station","-38.08159155","145.57166573","1","","1",""
"vic:rail:NSH","North Shore Railway Station","-38.09837714","144.36532142","1","","1",""
"vic:rail:PKM","Pakenham Railway Station","-38.08061397","145.48637907","1","","1",""
"vic:rail:PYD","Pyramid Railway Station","-36.05341470","144.11332145","1","","1",""
"vic:rail:RAY","Raywood Railway Station","-36.53195927","144.20116104","1","","1",""
"vic:rail:RBK","Rockbank Railway Station ","-37.72926127","144.65063148","1","","1",""
"vic:rail:RIK","Riddells Creek Railway Station","-37.46512379","144.67983071","1","","1",""
"vic:rail:RMD","Richmond Railway Station","-37.82407446","144.99016426","1","","1",""
"vic:rail:RMD_CN1","Concourse 1","-37.82457298","144.99033251","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_ConX","Connex","-37.82407446","144.99016426","","vic:rail:RMD","","Level 0"
"vic:rail:RMD_DP1","Decision Point 1","-37.82437558","144.99038331","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP10","Decision Point 10","-37.82366145","144.98919842","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_DP11","Decision Point 11","-37.82354473","144.98922431","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_DP12","Decision Point 12","-37.82369357","144.98791376","3","vic:rail:RMD","","Level 0"
"vic:rail:RMD_DP13","Decision Point 13","-37.82358645","144.98797347","3","vic:rail:RMD","","Level 0"
"vic:rail:RMD_DP14","Decision Point 14","-37.82347013","144.98802207","3","vic:rail:RMD","","Level 0"
"vic:rail:RMD_DP15","Decision Point 15","-37.82334480","144.98807092","3","vic:rail:RMD","","Level 0"
"vic:rail:RMD_DP16","Decision Point 16","-37.82322847","144.98811952","3","vic:rail:RMD","","Level 0"
"vic:rail:RMD_DP17","Decision Point 17","-37.82461463","144.99066085","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP2","Decision Point 2","-37.82425926","144.99043191","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP3","Decision Point 3","-37.82415194","144.99048026","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP4","Decision Point 4","-37.82403581","144.99054022","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP5","Decision Point 5","-37.82392850","144.99058857","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP6","Decision Point 6","-37.82385682","144.99061324","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP7","Decision Point 7","-37.82402979","144.98913162","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_DP8","Decision Point 8","-37.82391308","144.98915751","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_DP9","Decision Point 9","-37.82378736","144.98918364","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_EN1","Swan St","-37.82469850","144.99029502","2","vic:rail:RMD","1","Level 0"
"vic:rail:RMD_EN2","Swan St","-37.82473153","144.99064632","2","vic:rail:RMD","1","Level 0"
"vic:rail:RMD_EN3","Stewart St","-37.82388559","144.99071471","2","vic:rail:RMD","1","Level 0"
"vic:rail:RMD_EN4","Stewart St","-37.82374428","144.99035499","2","vic:rail:RMD","1","Level 0"
"vic:rail:ROE","Rosedale Railway Station","-38.15640367","146.78696637","1","","1",""
"vic:rail:ROR","Rochester Railway Station","-36.36236050","144.69868134","1","","1",""
"vic:rail:RVH","Caroline Springs Railway Station","-37.76612649","144.73573715","1","","1",""
"vic:rail:SAE","Sale Railway Station","-38.10310272","147.05480513","1","","1",""
"vic:rail:SDP","Sherwood Park Railway Station","-38.38638239","142.53884888","1","","1",""
"vic:rail:SER","Seymour Railway Station","-37.02472873","145.13772862","1","","1",""
"vic:rail:SHT","Springhurst Railway Station","-36.18589340","146.47041695","1","","1",""
"vic:rail:SNH","Shepparton Railway Station","-36.38379101","145.40649749","1","","1",""
"vic:rail:SOG","South Geelong Railway Station","-38.15865863","144.35898705","1","","1",""
"vic:rail:SSS","Southern Cross Railway Station","-37.81866310","144.95277706","1","","1",""
"vic:rail:STD","Stratford Railway Station","-37.96704739","147.08146945","1","","1",""
"vic:rail:SUN","Sunshine Railway Station","-37.78853633","144.83287820","1","","1",""
"vic:rail:SUY","Sunbury Railway Station","-37.57928396","144.72798098","1","","1",""
"vic:rail:SWL","Swan Hill Railway Station","-35.34111357","143.56234321","1","","1",""
"vic:rail:TAR","Trafalgar Railway Station","-38.20724230","146.15477284","1","","1",""
"vic:rail:TAT","Talbot Railway Station","-37.17289923","143.70564034","1","","1",""
"vic:rail:TER","Terang Railway Station","-38.23621199","142.91147221","1","","1",""
"vic:rail:TLN","Cobblebank Railway Station","-37.71254554","144.60410782","1","","1",""
"vic:rail:TNT","Tarneit Railway Station","-37.83215468","144.69448757","1","","1",""
"vic:rail:TOK","Tallarook Railway Station","-37.09233454","145.10299728","1","","1",""
"vic:rail:TRN","Traralgon Railway Station","-38.19888494","146.53788212","1","","1",""
"vic:rail:TYN","Tynong Railway Station","-38.08499626","145.62823430","1","","1",""
"vic:rail:VTN","Violet Town Railway Station","-36.63881606","145.71592345","1","","1",""
"vic:rail:WAN","Wallan Railway Station","-37.41653632","145.00535827","1","","1",""
"vic:rail:WBL","Warrnambool Railway Station","-38.38501396","142.47554504","1","","1",""
"vic:rail:WDG","Wandong Railway Station","-37.35467710","145.02641544","1","","1",""
"vic:rail:WED","Wendouree Railway Station","-37.53997217","143.82121077","1","","1",""
"vic:rail:WGL","Warragul Railway Station","-38.16483276","145.93265719","1","","1",""
"vic:rail:WGS","Watergardens Railway Station","-37.70111071","144.77418099","1","","1",""
"vic:rail:WGS_BR1","Bike & Ride 1","-37.70058212","144.77386790","3","vic:rail:WGS","","Level 1"
